PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2,lamp
Q96A35,MRPL24,RM24_HUMAN,mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; structural constituent of ribosome [GO:0003735]; mitochondrial translational elongation [GO:0070125]; mitochondrial translational termination [GO:0070126]; translation [GO:0006412],"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379}.","39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24) (Mitochondrial large ribosomal subunit protein uL24m)",GO:0003735; GO:0005743; GO:0005762; GO:0006412; GO:0070125; GO:0070126,8.71E-05,0.000210684,0.001530547,0.039165155,0.038424241,0.044878986,0.039165155,-4.674285518,0.040213366,0.020716111,19.97639402,2.02E-05,0.002249439,1.240552159,24915,2.647925761,5,0,0,0.000210684,0.039165155,185.8954116,7.538347351,-4.674285518,-4.701839411,-4.477816112,1
P63244,RACK1,RACK1_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; IRE1-RACK1-PP2A complex [GO:1990630]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; small ribosomal subunit [GO:0015935]; cadherin binding [GO:0045296]; cyclin binding [GO:0030332]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; enzyme binding [GO:0019899]; ion channel inhibitor activity [GO:0008200]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase inhibitor activity [GO:0030292]; protein-containing complex scaffold activity [GO:0032947]; receptor tyrosine kinase binding [GO:0030971]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; SH2 domain binding [GO:0042169]; signaling adaptor activity [GO:0035591]; signaling receptor binding [GO:0005102]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cell cycle [GO:0007049]; cellular response to glucose stimulus [GO:0071333]; cellular response to growth factor stimulus [GO:0071363]; gastrulation [GO:0007369]; negative regulation of cell growth [GO:0030308]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of gene expression [GO:0010629]; negative regulation of hydrogen peroxide-induced neuron death [GO:1903208]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of phagocytosis [GO:0050765]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of translation [GO:0017148]; negative regulation of Wnt signaling pathway [GO:0030178]; pigmentation [GO:0043473]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cAMP catabolic process [GO:0030822]; positive regulation of cell migration [GO:0030335]; positive regulation of ceramide biosynthetic process [GO:2000304]; positive regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051343]; positive regulation of gastrulation [GO:2000543]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of GTPase activity [GO:0043547]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein homooligomerization [GO:0032464]; positive regulation of protein phosphorylation [GO:0001934]; protein ubiquitination [GO:0016567]; regulation of cell cycle [GO:0051726]; regulation of cell division [GO:0051302]; regulation of establishment of cell polarity [GO:2000114]; regulation of protein localization [GO:0032880]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; rescue of stalled ribosome [GO:0072344]; rhythmic process [GO:0048511]; viral process [GO:0016032],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11312657, ECO:0000269|PubMed:17956333}; Peripheral membrane protein. Cytoplasm {ECO:0000269|PubMed:10849009, ECO:0000269|PubMed:11279199, ECO:0000269|PubMed:12958311, ECO:0000269|PubMed:19785988, ECO:0000269|PubMed:20499158, ECO:0000269|PubMed:20573744}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11279199, ECO:0000269|PubMed:12958311}. Nucleus {ECO:0000269|PubMed:10849009}. Perikaryon {ECO:0000250|UniProtKB:P68040}. Cell projection, dendrite {ECO:0000250|UniProtKB:P68040}. Cell projection, phagocytic cup {ECO:0000269|PubMed:21347310}. Note=Recruited to the plasma membrane through interaction with KRT1 which binds to membrane-bound ITGB1 (PubMed:17956333). Also associated with the membrane in oncogene-transformed cells (PubMed:11884618). PKC activation induces translocation from the perinuclear region to the cell periphery (PubMed:11279199). In the brain, detected mainly in cell bodies and dendrites with little expression in axonal fibers or nuclei (By similarity). Localized to phagocytic cups following infection by Y.pestis (PubMed:21347310). {ECO:0000250|UniProtKB:P68040, ECO:0000269|PubMed:11279199, ECO:0000269|PubMed:11884618, ECO:0000269|PubMed:17956333, ECO:0000269|PubMed:21347310}.","Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",GO:0001891; GO:0001934; GO:0003723; GO:0005080; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006919; GO:0007049; GO:0007369; GO:0008200; GO:0008656; GO:0010629; GO:0010803; GO:0015935; GO:0016032; GO:0016567; GO:0017148; GO:0019899; GO:0019903; GO:0030178; GO:0030292; GO:0030308; GO:0030332; GO:0030335; GO:0030425; GO:0030496; GO:0030822; GO:0030971; GO:0032436; GO:0032464; GO:0032880; GO:0032947; GO:0033137; GO:0035591; GO:0042169; GO:0042803; GO:0042998; GO:0043022; GO:0043025; GO:0043065; GO:0043204; GO:0043473; GO:0043547; GO:0045296; GO:0048471; GO:0048511; GO:0050765; GO:0051302; GO:0051343; GO:0051726; GO:0051898; GO:0051901; GO:0070062; GO:0071333; GO:0071363; GO:0072344; GO:1900102; GO:1903208; GO:1990630; GO:2000114; GO:2000304; GO:2000543; GO:2001244,3.71E-05,0.000156408,1.00E-07,0.02122071,0.017823201,0.020656747,0.020656747,-5.59724311,0.019835684,0.009982377,19.56037456,2.21E-05,0.00242986,1.129876894,35077,2.614418747,11,1,0,3.71E-05,0.020656747,556.8029467,9.121023036,-5.558383242,-5.810099753,-5.59724311,1
O96005,CLPTM1,CLPT1_HUMAN,external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; regulation of T cell differentiation in thymus [GO:0033081],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,Cleft lip and palate transmembrane protein 1,GO:0005887; GO:0007275; GO:0009897; GO:0016020; GO:0030154; GO:0033081,0.000446398,0.000231643,0.000256703,0.010824544,0.009206865,0.010795883,0.010795883,-6.533374877,0.009964183,0.005293673,19.11470814,2.44E-05,0.002555236,1.008729949,76097,2.592568962,7,0,0,0.000256703,0.010795883,42.05588429,5.394235766,-6.529549929,-6.763074229,-6.533374877,1
O76070,SNCG,SYUG_HUMAN,axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule organizing center [GO:0005815]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; spindle [GO:0005819]; adult locomotory behavior [GO:0008344]; chemical synaptic transmission [GO:0007268]; protein secretion [GO:0009306]; regulation of dopamine secretion [GO:0014059]; regulation of neurotransmitter secretion [GO:0046928]; synapse organization [GO:0050808],"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:11746666}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:11746666}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11746666}. Note=Associated with centrosomes in several interphase cells. In mitotic cells, localized to the poles of the spindle.",Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR),GO:0005737; GO:0005815; GO:0005819; GO:0007268; GO:0008344; GO:0009306; GO:0014059; GO:0030424; GO:0043025; GO:0046928; GO:0048471; GO:0050808; GO:0070062,1.00E-07,1.00E-07,1.00E-07,0.002047474,0.001746872,0.001813626,0.001813626,-9.106907343,0.001869224,0.000934712,18.18767097,3.02E-05,0.002903462,0.747634691,13331,2.537083906,6,3,0,1.00E-07,0.001813626,18136.25954,14.14658932,-8.931939021,-9.161010471,-9.106907343,1
Q9BY67,CADM1,CADM1_HUMAN,basolateral plasma membrane [GO:0016323]; cell-cell adherens junction [GO:0005913]; cell-cell junction [GO:0005911]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; synapse [GO:0045202]; cell adhesion molecule binding [GO:0050839]; PDZ domain binding [GO:0030165]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; adherens junction organization [GO:0034332]; apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; cell recognition [GO:0008037]; detection of stimulus [GO:0051606]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; immune system process [GO:0002376]; multicellular organism development [GO:0007275]; positive regulation of cytokine secretion [GO:0050715]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; spermatogenesis [GO:0007283]; susceptibility to natural killer cell mediated cytotoxicity [GO:0042271],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11279526, ECO:0000269|PubMed:22438059}; Single-pass type I membrane protein {ECO:0000269|PubMed:11279526}. Cell junction, synapse {ECO:0000250|UniProtKB:Q8R5M8}. Note=Localized to the basolateral plasma membrane of epithelial cells in gall bladder. {ECO:0000250|UniProtKB:Q8R5M8}.",Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1),GO:0002376; GO:0005102; GO:0005886; GO:0005887; GO:0005911; GO:0005913; GO:0006915; GO:0007156; GO:0007157; GO:0007275; GO:0007283; GO:0008037; GO:0016323; GO:0030154; GO:0030165; GO:0034332; GO:0042271; GO:0042803; GO:0045202; GO:0045954; GO:0050715; GO:0050839; GO:0051606,1.00E-07,1.00E-07,0.000172772,0.064056438,0.057836358,0.052546916,0.057836358,-4.111879492,0.058088913,0.029102114,18.14194905,3.05E-05,0.002903462,0.734423675,48509,2.537083906,6,2,0,1.00E-07,0.057836358,578363.5763,19.14161717,-3.96451261,-4.111879492,-4.250250089,1
Q53FT3,HIKESHI,HIKES_HUMAN,cytosol [GO:0005829]; intracellular [GO:0005622]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Hsp70 protein binding [GO:0030544]; protein transporter activity [GO:0008565]; cellular response to heat [GO:0034605]; Golgi organization [GO:0007030]; lung development [GO:0030324]; protein import into nucleus [GO:0006606]; protein transport [GO:0015031]; regulation of cellular response to heat [GO:1900034],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9DD02}. Cytoplasm, cytosol {ECO:0000269|PubMed:22541429}. Nucleus {ECO:0000269|PubMed:22541429}.",Protein Hikeshi,GO:0005622; GO:0005634; GO:0005654; GO:0005829; GO:0006606; GO:0007030; GO:0008565; GO:0015031; GO:0030324; GO:0030544; GO:0034605; GO:1900034,3.39E-05,3.07E-05,6.18E-05,0.042957993,0.03876629,0.034927181,0.03876629,-4.689053522,0.038841708,0.019462967,17.39870251,3.65E-05,0.003095217,0.514995312,21628,2.509308903,3,0,0,3.39E-05,0.03876629,1144.789962,10.16086721,-4.540929585,-4.689053522,-4.839505975,1
Q6P1Q0,LETMD1,LTMD1_HUMAN,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ribosome binding [GO:0043022]; cellular metal ion homeostasis [GO:0006875],"SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:17943721, ECO:0000269|PubMed:18045496}; Single-pass membrane protein {ECO:0000269|PubMed:17943721, ECO:0000269|PubMed:18045496}.",LETM1 domain-containing protein 1 (Cervical cancer 1 proto-oncogene protein p40) (Cervical cancer proto-oncogene 2 protein) (HCCR-1) (HCRR-2),GO:0005654; GO:0005739; GO:0005741; GO:0005743; GO:0006875; GO:0016021; GO:0043022,1.25E-05,7.73E-06,7.69E-07,0.018972044,0.020297671,0.016468865,0.018972044,-5.719981069,0.018572511,0.009293271,17.17029456,3.86E-05,0.00324266,0.445727861,41790,2.489098611,4,0,0,7.73E-06,0.018972044,2453.570421,11.26066696,-5.719981069,-5.622542018,-5.924115041,1
Q5VTB9,RNF220,RN220_HUMAN,cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q6PDX6}.,E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220),GO:0004842; GO:0005737; GO:0016567; GO:0046872; GO:0051865; GO:0061630; GO:0090263,0.011031117,0.000555546,0.000685635,0.084632554,0.078180001,0.090035429,0.084632554,-3.562643486,0.080191896,0.044186714,17.08404455,3.95E-05,0.003274863,0.419338357,62765,2.484806917,8,0,0,0.000685635,0.084632554,123.4367433,6.947628093,-3.562643486,-3.677056586,-3.473363374,1
P09104,ENO2,ENOG_HUMAN,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; myelin sheath [GO:0043209]; perikaryon [GO:0043204]; phosphopyruvate hydratase complex [GO:0000015]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Can translocate to the plasma membrane in either the homodimeric (alpha/alpha) or heterodimeric (alpha/gamma) form. {ECO:0000250}.,Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE),GO:0000015; GO:0000287; GO:0001917; GO:0004634; GO:0005615; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0016020; GO:0043204; GO:0043209; GO:0061621; GO:0070062,1.00E-07,3.43E-06,1.00E-07,0.024091482,0.023583945,0.019694302,0.023583945,-5.406051101,0.022455368,0.011228893,16.78651537,4.26E-05,0.003394233,0.327301176,47269,2.469258311,17,2,0,1.00E-07,0.023583945,235839.4538,17.84744556,-5.375333041,-5.406051101,-5.666077902,1
O95071,UBR5,UBR5_HUMAN,"cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]; cell proliferation [GO:0008283]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein K48-linked ubiquitination [GO:0070936]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]",SUBCELLULAR LOCATION: Nucleus.,"E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)",GO:0000209; GO:0003723; GO:0004842; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0006511; GO:0006974; GO:0008270; GO:0008283; GO:0010628; GO:0016020; GO:0032991; GO:0033160; GO:0034450; GO:0043130; GO:0048471; GO:0050847; GO:0061630; GO:0070936; GO:0090263; GO:1901315; GO:2000780,6.53E-05,9.80E-05,0.00728889,0.100290089,0.101523143,0.085079787,0.100290089,-3.317749052,0.093146938,0.049057537,16.66455082,4.39E-05,0.003447067,0.289114541,309352,2.462550315,23,0,0,9.80E-05,0.100290089,1023.006011,9.998598907,-3.317749052,-3.300119457,-3.555039767,1
Q9UPN6,SCAF8,SCAF8_HUMAN,nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; RNA polymerase core enzyme binding [GO:0043175]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380],SUBCELLULAR LOCATION: Nucleus. Nucleus matrix. Note=Detected in granular nuclear foci which correspond to sites of active transcription. {ECO:0000250}.,Protein SCAF8 (CDC5L complex-associated protein 7) (RNA-binding motif protein 16) (SR-related and CTD-associated factor 8),GO:0003723; GO:0005654; GO:0005681; GO:0006397; GO:0008380; GO:0016363; GO:0043175,0.00195358,0.001459304,0.006965632,0.196750268,0.238003198,0.200730524,0.200730524,-2.316668077,0.208368492,0.107643751,16.33425602,4.78E-05,0.003567309,0.184323639,140519,2.447659305,10,0,0,0.00195358,0.200730524,102.7500949,6.682995917,-2.345562492,-2.070947135,-2.316668077,1
P31930,UQCRC1,QCR1_HUMAN,"cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain [GO:0005746]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; metalloendopeptidase activity [GO:0004222]; protein-containing complex binding [GO:0044877]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]; aerobic respiration [GO:0009060]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; oxidation-reduction process [GO:0055114]; oxidative phosphorylation [GO:0006119]; protein processing [GO:0016485]; response to activity [GO:0014823]; response to alkaloid [GO:0043279]",SUBCELLULAR LOCATION: Mitochondrion inner membrane.,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",GO:0004222; GO:0005739; GO:0005743; GO:0005746; GO:0005750; GO:0005829; GO:0006119; GO:0006122; GO:0008121; GO:0008270; GO:0009060; GO:0014823; GO:0016485; GO:0031625; GO:0043209; GO:0043279; GO:0044877; GO:0055114,0.002102451,0.002036653,0.002325711,0.019833868,0.021201081,0.024058869,0.021201081,-5.559718366,0.019543001,0.011926439,16.25856097,4.88E-05,0.003567309,0.160019197,52646,2.447659305,10,0,0,0.002102451,0.021201081,10.08398138,3.333993455,-5.655890099,-5.559718366,-5.377287396,1
P30040,ERP29,ERP29_HUMAN,cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; melanosome [GO:0042470]; membrane [GO:0016020]; smooth endoplasmic reticulum [GO:0005790]; transport vesicle [GO:0030133]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]; activation of MAPK activity [GO:0000187]; intracellular protein transport [GO:0006886]; negative regulation of gene expression [GO:0010629]; negative regulation of protein secretion [GO:0050709]; positive regulation of gene expression [GO:0010628]; positive regulation of protein phosphorylation [GO:0001934]; protein folding [GO:0006457]; protein secretion [GO:0009306]; protein unfolding [GO:0043335]; regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902235],SUBCELLULAR LOCATION: Endoplasmic reticulum lumen. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.,Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31),GO:0000187; GO:0001934; GO:0005783; GO:0005788; GO:0005790; GO:0006457; GO:0006886; GO:0009306; GO:0009986; GO:0010628; GO:0010629; GO:0016020; GO:0030133; GO:0042470; GO:0042803; GO:0043335; GO:0050709; GO:0051087; GO:1902235,1.00E-07,1.00E-07,1.00E-07,0.042625773,0.041187691,0.03399006,0.041187691,-4.601642936,0.039267741,0.019633971,15.27100277,6.37E-05,0.004274369,-0.167505816,28993,2.369127968,7,3,0,1.00E-07,0.041187691,411876.911,18.65185373,-4.5521302,-4.601642936,-4.878743287,1
O95996,APC2,APCL_HUMAN,actin filament [GO:0005884]; catenin complex [GO:0016342]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intercellular bridge [GO:0045171]; lamellipodium membrane [GO:0031258]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; perinuclear region of cytoplasm [GO:0048471]; beta-catenin binding [GO:0008013]; microtubule binding [GO:0008017]; activation of GTPase activity [GO:0090630]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; Wnt signaling pathway [GO:0016055],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10644998, ECO:0000269|PubMed:11691822, ECO:0000269|PubMed:25753423}. Golgi apparatus {ECO:0000269|PubMed:11691822}. Cytoplasm {ECO:0000269|PubMed:11691822}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:10646860}. Note=Associated with actin filaments (PubMed:11691822, PubMed:25753423). Associated with microtubule network (PubMed:10644998, PubMed:11691822, PubMed:25753423). {ECO:0000269|PubMed:10644998, ECO:0000269|PubMed:11691822, ECO:0000269|PubMed:25753423}.",Adenomatous polyposis coli protein 2 (Adenomatous polyposis coli protein-like) (APC-like),GO:0000226; GO:0005737; GO:0005794; GO:0005829; GO:0005874; GO:0005884; GO:0008013; GO:0008017; GO:0015630; GO:0016055; GO:0016342; GO:0030496; GO:0031258; GO:0045171; GO:0048471; GO:0090090; GO:0090630,2.08E-05,2.62E-05,3.36E-05,0.231964314,0.205074597,0.182124622,0.205074597,-2.285779301,0.206360977,0.103207356,14.8882503,7.09E-05,0.004564371,-0.299972785,243949,2.340619023,20,0,0,2.62E-05,0.205074597,7826.80279,12.93420738,-2.108025221,-2.285779301,-2.457002115,1
O43405,COCH,COCH_HUMAN,extracellular matrix [GO:0031012]; collagen binding [GO:0005518]; defense response to bacterium [GO:0042742]; positive regulation of innate immune response [GO:0045089]; regulation of cell shape [GO:0008360]; sensory perception of sound [GO:0007605],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:12843317, ECO:0000269|PubMed:22610276}.",Cochlin (COCH-5B2),GO:0005518; GO:0007605; GO:0008360; GO:0031012; GO:0042742; GO:0045089,1.00E-07,1.00E-07,1.29E-06,0.239087461,0.244283354,0.296967736,0.244283354,-2.033372537,0.260112354,0.130056673,14.6189403,7.66E-05,0.004859334,-0.395157398,59483,2.313423234,3,2,0,1.00E-07,0.244283354,2442833.539,21.22012413,-2.064389624,-2.033372537,-1.751621895,1
Q9NZV5,SELENON,SELN_HUMAN,endoplasmic reticulum membrane [GO:0005789]; calcium ion binding [GO:0005509]; oxidoreductase activity [GO:0016491]; calcium ion homeostasis [GO:0055074]; positive regulation of response to oxidative stress [GO:1902884]; regulation of ryanodine-sensitive calcium-release channel activity [GO:0060314]; skeletal muscle fiber development [GO:0048741],SUBCELLULAR LOCATION: Isoform 2: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12700173}.,Selenoprotein N (SelN),GO:0005509; GO:0005789; GO:0016491; GO:0048741; GO:0055074; GO:0060314; GO:1902884,0.016702248,0.021769363,0.020448095,0.129368557,0.142860759,0.115400628,0.129368557,-2.950441077,0.10957008,0.074424942,14.10551132,8.92E-05,0.005193901,-0.581383005,65813,2.284506339,6,0,0,0.020448095,0.129368557,6.326680224,2.661448678,-2.950441077,-2.807318406,-3.115277014,1
