"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_2_1","ConditionNorm_P_300_2_2","ConditionNorm_P_300_2_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_24h_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_2_1_ConditionNorm_P_300_2_2_ConditionNorm_P_300_2_3","Ratio","Ratio_log2"
"11",11,15,15,15,"Q9UGL1","KDM5B","KDM5B_HUMAN","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; dioxygenase activity [GO:0051213]; DNA binding [GO:0003677]; DNA binding transcription factor activity [GO:0003700]; histone binding [GO:0042393]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-dimethyl-K4 specific) [GO:0034648]; histone demethylase activity (H3-K4 specific) [GO:0032453]; histone demethylase activity (H3-trimethyl-K4 specific) [GO:0034647]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to leukemia inhibitory factor [GO:1990830]; histone H3-K4 demethylation [GO:0034720]; lens fiber cell differentiation [GO:0070306]; mammary duct terminal end bud growth [GO:0060763]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of gene expression [GO:0010628]; positive regulation of mammary gland epithelial cell proliferation [GO:0033601]; post-embryonic development [GO:0009791]; regulation of estradiol secretion [GO:2000864]; regulation of transcription by RNA polymerase II [GO:0006357]; response to fungicide [GO:0060992]; rhythmic process [GO:0048511]; single fertilization [GO:0007338]; transcription, DNA-templated [GO:0006351]; uterus morphogenesis [GO:0061038]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000255|PROSITE-ProRule:PRU00537, ECO:0000269|PubMed:10336460, ECO:0000269|PubMed:12237901}.","Lysine-specific demethylase 5B (EC 1.14.11.-) (Cancer/testis antigen 31) (CT31) (Histone demethylase JARID1B) (Jumonji/ARID domain-containing protein 1B) (PLU-1) (Retinoblastoma-binding protein 2 homolog 1) (RBP2-H1)","GO:0000981; GO:0003677; GO:0003700; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0006351; GO:0006357; GO:0007338; GO:0008270; GO:0009791; GO:0010628; GO:0032452; GO:0032453; GO:0033601; GO:0034647; GO:0034648; GO:0034720; GO:0042393; GO:0044344; GO:0045892; GO:0048511; GO:0051213; GO:0060444; GO:0060763; GO:0060992; GO:0061038; GO:0070306; GO:1990830; GO:1990837; GO:2000864",4.86375926875197e-05,1.68295428394588e-05,0.00011440229959022,0.178801407115803,0.16902567321504,0.161212747365,0.169619986086908,0.0848699495218265,34.610393426094,1.94280290429992e-06,0.00110869285738715,3.89894594511205,175658,2.95518875034936,20,0,0,4.86375926875197e-05,0.16902567321504,3475.20639643852,11.762882948333
"12",12,16,16,16,"Q9H0E2","TOLLIP","TOLIP_HUMAN","azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; interleukin-1 receptor complex [GO:0045323]; interleukin-18 receptor complex [GO:0045092]; nuclear body [GO:0016604]; perinuclear region of cytoplasm [GO:0048471]; specific granule lumen [GO:0035580]; interleukin-1, Type I receptor binding [GO:0005150]; kinase binding [GO:0019900]; SUMO binding [GO:0032183]; Toll-like receptor binding [GO:0035325]; ubiquitin binding [GO:0043130]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase binding [GO:0031625]; autophagy [GO:0006914]; cell-cell signaling [GO:0007267]; epithelial cell differentiation [GO:0030855]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; intracellular signal transduction [GO:0035556]; leukocyte activation [GO:0045321]; neutrophil degranulation [GO:0043312]; phosphorylation [GO:0016310]; positive regulation of protein sumoylation [GO:0033235]; protein localization to endosome [GO:0036010]; signal transduction [GO:0007165]; ubiquitin-dependent protein catabolic process [GO:0006511]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.","Toll-interacting protein","GO:0005150; GO:0005576; GO:0005737; GO:0005829; GO:0006511; GO:0006914; GO:0006954; GO:0007165; GO:0007267; GO:0016310; GO:0016604; GO:0019900; GO:0030855; GO:0031624; GO:0031625; GO:0032183; GO:0033235; GO:0035325; GO:0035556; GO:0035578; GO:0035580; GO:0036010; GO:0043130; GO:0043312; GO:0045087; GO:0045092; GO:0045321; GO:0045323; GO:0048471; GO:0070062; GO:0070498",1e-07,0.00032969835031174,1e-07,0.0726112316925992,0.0799507946265262,0.0794134258828088,0.0772151846172075,0.0387175584253743,33.8970981728271,2.12472933269412e-06,0.00113673019299136,3.78881089039564,30282,2.94434260444153,5,2,0,1e-07,0.0794134258828088,794134.258828088,19.5990234089729
"13",13,17,17,17,"P16298","PPP3CB","PP2BB_HUMAN","calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; T-tubule [GO:0030315]; Z disc [GO:0030018]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; calmodulin-dependent protein phosphatase activity [GO:0033192]; drug binding [GO:0008144]; enzyme binding [GO:0019899]; protein dimerization activity [GO:0046983]; protein phosphatase 2B binding [GO:0030346]; protein serine/threonine phosphatase activity [GO:0004722]; axon extension [GO:0048675]; calcineurin-NFAT signaling cascade [GO:0033173]; calcium ion regulated exocytosis [GO:0017156]; cellular response to drug [GO:0035690]; dephosphorylation [GO:0016311]; Fc-epsilon receptor signaling pathway [GO:0038095]; heart development [GO:0007507]; learning [GO:0007612]; locomotion involved in locomotory behavior [GO:0031987]; lymphangiogenesis [GO:0001946]; memory [GO:0007613]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]; regulation of insulin secretion [GO:0050796]; regulation of synaptic plasticity [GO:0048167]; response to cytokine [GO:0034097]; signal transduction [GO:0007165]; social behavior [GO:0035176]; T cell activation [GO:0042110]; T cell differentiation [GO:0030217]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; Wnt signaling pathway, calcium modulating pathway [GO:0007223]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19154138}.","Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit beta isoform) (CNA beta)","GO:0001915; GO:0001946; GO:0004722; GO:0005509; GO:0005516; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005955; GO:0006468; GO:0006470; GO:0007165; GO:0007223; GO:0007507; GO:0007612; GO:0007613; GO:0008144; GO:0016311; GO:0017156; GO:0019899; GO:0030018; GO:0030217; GO:0030315; GO:0030346; GO:0031987; GO:0033173; GO:0033192; GO:0034097; GO:0035176; GO:0035690; GO:0035774; GO:0038095; GO:0042098; GO:0042110; GO:0043029; GO:0045893; GO:0045944; GO:0046983; GO:0048167; GO:0048675; GO:0050796",1.3395282877886e-05,1e-07,1e-07,0.0191514745972964,0.0204308508278095,0.0213312664551529,0.0202999988657936,0.0101545311938561,33.2461150759818,2.30939695872037e-06,0.00116284929215567,3.68626789178854,59024,2.93447656715145,9,2,0,1e-07,0.0204308508278095,204308.508278095,17.6403897597366
"14",14,21,21,21,"Q8NFT8","DNER","DNER_HUMAN","dendrite [GO:0030425]; early endosome [GO:0005769]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; clathrin binding [GO:0030276]; Notch binding [GO:0005112]; transmembrane signaling receptor activity [GO:0004888]; central nervous system development [GO:0007417]; endocytosis [GO:0006897]; glial cell differentiation [GO:0010001]; neuron migration [GO:0001764]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; skeletal muscle fiber development [GO:0048741]; synapse assembly [GO:0007416]","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Note=Present on the membrane of dendrites and cell bodies but excluded from axonal membrane. Also found in early endosomes in the somatodendritic region (By similarity). {ECO:0000250}.","Delta and Notch-like epidermal growth factor-related receptor","GO:0001764; GO:0004888; GO:0005112; GO:0005509; GO:0005769; GO:0005886; GO:0006897; GO:0007219; GO:0007220; GO:0007416; GO:0007417; GO:0010001; GO:0016021; GO:0030276; GO:0030425; GO:0043025; GO:0048741",0.00299779358766243,0.0103106372202326,0.00596213356547506,0.274134083666569,0.254804307971639,0.246455307844751,0.25204104503653,0.132444043976055,30.9025383354923,3.16154277765173e-06,0.00128870505603328,3.29983656241985,78475,2.88984646759173,8,0,0,0.00596213356547506,0.254804307971639,42.7371016052265,5.41741716382201
"15",15,24,24,24,"Q9UQ35","SRRM2","SRRM2_HUMAN","Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; C2H2 zinc finger domain binding [GO:0070742]; protein N-terminus binding [GO:0047485]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]","SUBCELLULAR LOCATION: Nucleus speckle.","Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)","GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0015030; GO:0016607; GO:0047485; GO:0070742; GO:0071007; GO:0071013",1.19390649027948e-05,1e-07,1e-07,0.0364795041248153,0.0379008342648204,0.0334803764577727,0.0359495252608352,0.0179788089853852,28.6307528613537,4.38830420442532e-06,0.00153851330023604,2.89642520196188,299615,2.81289874498419,25,2,0,1e-07,0.0364795041248153,364795.041248153,18.4767265931519
"16",16,25,25,25,"Q5H8A4","PIGG","PIGG_HUMAN","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; CP2 mannose-ethanolamine phosphotransferase activity [GO:0051267]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; GPI anchor biosynthetic process [GO:0006506]; preassembly of GPI anchor in ER membrane [GO:0016254]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15632136}; Multi-pass membrane protein {ECO:0000269|PubMed:15632136}.","GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (GPI7 homolog) (hGPI7) (Phosphatidylinositol-glycan biosynthesis class G protein) (PIG-G)","GO:0005783; GO:0005789; GO:0006506; GO:0016020; GO:0016254; GO:0016780; GO:0030176; GO:0051267",1e-07,1e-07,1e-07,0.0386072681990608,0.0423864808211134,0.0436474489124761,0.0415469659775501,0.020773582988775,28.4734505758805,4.49332155442767e-06,0.00153851330023604,2.86732891218632,108173,2.81289874498419,7,3,0,1e-07,0.0423864808211134,423864.808211134,18.69324466464
"17",17,29,29,29,"Q9UHC6","CNTNAP2","CNTP2_HUMAN","axolemma [GO:0030673]; axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; juxtaparanode region of axon [GO:0044224]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; paranodal junction [GO:0033010]; perikaryon [GO:0043204]; voltage-gated potassium channel complex [GO:0008076]; enzyme binding [GO:0019899]; adult behavior [GO:0030534]; brain development [GO:0007420]; cell adhesion [GO:0007155]; cerebral cortex development [GO:0021987]; clustering of voltage-gated potassium channels [GO:0045163]; learning [GO:0007612]; limbic system development [GO:0021761]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; neuron recognition [GO:0008038]; protein localization to juxtaparanode region of axon [GO:0071205]; social behavior [GO:0035176]; striatum development [GO:0021756]; superior temporal gyrus development [GO:0071109]; thalamus development [GO:0021794]; transmission of nerve impulse [GO:0019226]; vocal learning [GO:0042297]; vocalization behavior [GO:0071625]","SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q9CPW0}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q9CPW0}. Cell junction, paranodal septate junction {ECO:0000250|UniProtKB:Q9CPW0}. Note=Expressed in the juxtaparadonal region. {ECO:0000250|UniProtKB:Q9CPW0}.","Contactin-associated protein-like 2 (Cell recognition molecule Caspr2)","GO:0005769; GO:0005794; GO:0007155; GO:0007420; GO:0007612; GO:0008038; GO:0008076; GO:0009986; GO:0016020; GO:0016021; GO:0019226; GO:0019899; GO:0021756; GO:0021761; GO:0021794; GO:0021987; GO:0030424; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0033010; GO:0035176; GO:0042297; GO:0043025; GO:0043204; GO:0044224; GO:0045163; GO:0048812; GO:0071109; GO:0071205; GO:0071625",0.00017300297063021,2.56850639955827e-05,4.31008021959842e-05,0.0557148466283502,0.0501536758810749,0.0572544159104206,0.0542937165276747,0.0272274545427779,26.1265417880319,6.4992370898479e-06,0.00191839549962407,2.41324481108666,148167,2.71706185305816,20,0,0,4.31008021959842e-05,0.0557148466283502,1292.6637971843,10.3361313848643
"18",18,30,30,30,"Q9HCK4","ROBO2","ROBO2_HUMAN","axolemma [GO:0030673]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; axon guidance receptor activity [GO:0008046]; identical protein binding [GO:0042802]; apoptotic process involved in luteolysis [GO:0061364]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; brain development [GO:0007420]; cellular response to hormone stimulus [GO:0032870]; central nervous system development [GO:0007417]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; metanephros development [GO:0001656]; negative regulation of negative chemotaxis [GO:0050925]; negative regulation of synapse assembly [GO:0051964]; olfactory bulb interneuron development [GO:0021891]; positive regulation of axonogenesis [GO:0050772]; retinal ganglion cell axon guidance [GO:0031290]; Roundabout signaling pathway [GO:0035385]; spinal cord development [GO:0021510]; ureteric bud development [GO:0001657]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Roundabout homolog 2","GO:0001656; GO:0001657; GO:0005886; GO:0007156; GO:0007411; GO:0007417; GO:0007420; GO:0008046; GO:0009986; GO:0016021; GO:0016199; GO:0021510; GO:0021891; GO:0030673; GO:0031290; GO:0032870; GO:0035385; GO:0042802; GO:0050772; GO:0050925; GO:0051964; GO:0061364; GO:0070062",5.04911363541428e-05,9.31092081648572e-05,7.91799654529924e-05,0.0118305872829839,0.0111705322669791,0.0103094022527269,0.0110292471642393,0.00558888368544366,25.8630178274216,6.78803854981482e-06,0.00193685366621383,2.3597587938989,151200,2.71290318999671,21,0,0,7.91799654529924e-05,0.0111705322669791,141.077761313382,7.14034677748661
"19",19,31,31,31,"P34059","GALNS","GALNS_HUMAN","azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; metal ion binding [GO:0046872]; N-acetylgalactosamine-4-sulfatase activity [GO:0003943]; N-acetylgalactosamine-6-sulfatase activity [GO:0043890]; sulfuric ester hydrolase activity [GO:0008484]; keratan sulfate catabolic process [GO:0042340]; neutrophil degranulation [GO:0043312]","SUBCELLULAR LOCATION: Lysosome.","N-acetylgalactosamine-6-sulfatase (EC 3.1.6.4) (Chondroitinsulfatase) (Chondroitinase) (Galactose-6-sulfate sulfatase) (GalN6S) (N-acetylgalactosamine-6-sulfate sulfatase) (GalNAc6S sulfatase)","GO:0003943; GO:0005576; GO:0008484; GO:0035578; GO:0042340; GO:0043202; GO:0043312; GO:0043890; GO:0046872; GO:0070062",1e-07,4.73921343167678e-05,1e-07,0.0549456967963855,0.0580782454841861,0.0633936703525616,0.0587900068329388,0.0294108674612417,24.7502059526414,8.19663125795805e-06,0.00226332785703616,2.12779772648426,58026,2.64525253124705,6,2,0,1e-07,0.0580782454841861,580782.454841861,19.1476383453067
"20",20,33,33,33,"Q64LD2","WDR25","WDR25_HUMAN",NA,NA,"WD repeat-containing protein 25",NA,1.43799989263052e-05,1.97490662378097e-05,2.57488528302553e-05,0.041105863248519,0.0414108203018641,0.0468015959139878,0.0430861338487921,0.0215630262303942,24.1753971703026,9.06508974003286e-06,0.00235142933862671,2.0039172792214,60161,2.62866806744122,5,0,0,1.97490662378097e-05,0.0414108203018641,2096.84953218613,11.0340076234655
"21",21,35,35,35,"A6NJT0","UNCX","UNC4_HUMAN","nucleus [GO:0005634]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; cartilage condensation [GO:0001502]; common myeloid progenitor cell proliferation [GO:0035726]; dorsal spinal cord development [GO:0021516]; olfactory bulb interneuron differentiation [GO:0021889]; pattern specification process [GO:0007389]; regulation of cell differentiation [GO:0045595]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.","Homeobox protein unc-4 homolog (Homeobox protein Uncx4.1)","GO:0000981; GO:0001502; GO:0005634; GO:0006351; GO:0007389; GO:0021516; GO:0021889; GO:0035726; GO:0043565; GO:0045595",0.00537803640388344,0.00041241547426931,0.00088714558675478,0.334408471240156,0.381129939987256,0.38632720773709,0.365062673833198,0.184757202738235,22.854473889411,1.15319207004336e-05,0.00281964330668928,1.70786678535068,53690,2.54980582775668,4,0,0,0.00088714558675478,0.381129939987256,429.613747368622,8.74689634916697
"22",22,36,36,36,"Q9Y2G0","EFR3B","EFR3B_HUMAN","cytosol [GO:0005829]; plasma membrane [GO:0005886]; phosphatidylinositol phosphorylation [GO:0046854]; protein localization to plasma membrane [GO:0072659]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23229899, ECO:0000269|PubMed:25380825}; Lipid-anchor {ECO:0000269|PubMed:23229899, ECO:0000269|PubMed:25380825}. Cytoplasm, cytosol {ECO:0000269|PubMed:25380825}. Note=Palmitoylation anchors the protein to the plasma membrane (PubMed:23229899, PubMed:25380825). A small amount is observed in the cytosol (PubMed:25380825). {ECO:0000269|PubMed:23229899, ECO:0000269|PubMed:25380825}.","Protein EFR3 homolog B","GO:0005829; GO:0005886; GO:0046854; GO:0072659",0.00337479318072573,0.0092892732908268,0.00678170573385297,0.0477610737827545,0.0483863312307899,0.0507606368268831,0.042487423211674,0.0277256356743055,22.7059846786769,1.18583129720577e-05,0.00281964330668928,1.67353877589545,92487,2.54980582775668,13,0,0,0.00678170573385297,0.0483863312307899,7.13483202157455,2.83487946410971
"23",24,39,39,39,"Q13895","BYSL","BYST_HUMAN","apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; cell adhesion [GO:0007155]; cell proliferation [GO:0008283]; female pregnancy [GO:0007565]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; trophectodermal cell differentiation [GO:0001829]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17381424}. Nucleus, nucleolus {ECO:0000269|PubMed:17381424}. Note=Associated with 40S ribosomal subunits.","Bystin","GO:0000462; GO:0001829; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0007155; GO:0007565; GO:0008283; GO:0016020; GO:0043231; GO:0045177",2.63102129302489e-05,6.93716872172458e-05,8.20939472372235e-05,0.127361330270131,0.12715053323096,0.10965016803275,0.121328085228819,0.0607233012302044,21.4627163187625,1.50900058258129e-05,0.00330355055763921,1.37713818239618,49601,2.48101904234871,6,0,0,6.93716872172458e-05,0.12715053323096,1832.8880027492,10.8399029184314
"24",25,41,41,41,"O95870","ABHD16A","ABHGA_HUMAN","integral component of membrane [GO:0016021]; acylglycerol lipase activity [GO:0047372]; monoacylglycerol catabolic process [GO:0052651]; prostaglandin catabolic process [GO:1905344]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.","Protein ABHD16A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5) (Protein G5)","GO:0016021; GO:0047372; GO:0052651; GO:1905344",0.00016045034311505,0.00030523341684851,0.00152533016936801,0.0327136988301347,0.0279452045403436,0.0298585021815948,0.0295087972075805,0.0154180699135675,21.0973629019514,1.62399364375613e-05,0.00339058185135426,1.28682408125278,63243,2.46972576694472,9,0,0,0.00030523341684851,0.0298585021815948,97.8218652789705,6.6120850693061
"25",26,44,44,44,"Q8WUU5","GATAD1","GATD1_HUMAN","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; chromatin assembly [GO:0031497]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21965549}.","GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein)","GO:0000981; GO:0005634; GO:0005654; GO:0008270; GO:0031497; GO:0043565",3.3912938354281e-05,0.00014372858414311,1e-07,0.040689730275345,0.0358705007225227,0.0345686345424273,0.0369837080059326,0.0185511011771321,20.613605495127,1.79333845414425e-05,0.00348885844715335,1.16485028946337,28690,2.45731665074888,3,1,0,3.3912938354281e-05,0.0358705007225227,1057.72317184054,10.0467463782094
"26",27,45,45,45,"Q8IWT6","LRRC8A","LRC8A_HUMAN","cell surface [GO:0009986]; cytoplasm [GO:0005737]; ion channel complex [GO:0034702]; membrane [GO:0016020]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; volume-sensitive anion channel activity [GO:0005225]; anion transport [GO:0006820]; cell volume homeostasis [GO:0006884]; pre-B cell differentiation [GO:0002329]; response to osmotic stress [GO:0006970]; signal transduction [GO:0007165]; transmembrane transport [GO:0055085]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24725410, ECO:0000269|PubMed:24782309, ECO:0000269|PubMed:24790029, ECO:0000269|PubMed:26824658}; Multi-pass membrane protein {ECO:0000269|PubMed:24725410, ECO:0000269|PubMed:24782309, ECO:0000269|PubMed:24790029}. Note=The leucine-rich repeat (LRR) domain is on the cytoplasmic side of the cell membrane. {ECO:0000269|PubMed:24782309}.","Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (Swelling protein 1)","GO:0002329; GO:0005225; GO:0005737; GO:0005886; GO:0006820; GO:0006884; GO:0006970; GO:0007165; GO:0009986; GO:0016020; GO:0034702; GO:0042802; GO:0055085",1e-07,1e-07,1e-07,0.0436423728186227,0.0379490762218606,0.0371627743628749,0.0395846411344527,0.0197924205672264,20.126916442151,1.98616837930042e-05,0.00372557857652481,1.03927195029159,94199,2.42880627242443,12,3,0,1e-07,0.0379490762218606,379490.762218606,18.5337052415964
"27",28,46,46,46,"O94812","BAIAP3","BAIP3_HUMAN","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; recycling endosome membrane [GO:0055038]; trans-Golgi network membrane [GO:0032588]; calcium ion binding [GO:0005509]; phospholipid binding [GO:0005543]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; dense core granule maturation [GO:1990502]; exocytosis [GO:0006887]; G-protein coupled receptor signaling pathway [GO:0007186]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of neurotransmitter secretion [GO:0001956]; regulation of dense core granule exocytosis [GO:1905413]; regulation of synaptic transmission, GABAergic [GO:0032228]; retrograde transport, endosome to Golgi [GO:0042147]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:28626000}. Recycling endosome membrane {ECO:0000269|PubMed:28626000}; Peripheral membrane protein {ECO:0000305|PubMed:28626000}. Late endosome membrane {ECO:0000269|PubMed:28626000}; Peripheral membrane protein {ECO:0000305|PubMed:28626000}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:28626000}; Peripheral membrane protein {ECO:0000305|PubMed:28626000}. Cell membrane {ECO:0000269|PubMed:28626000}; Peripheral membrane protein {ECO:0000305|PubMed:28626000}. Note=Rapidly recruited to the plasma membrane and to Golgi structures in response to increased intracellular calcium concentration. {ECO:0000269|PubMed:28626000}.","BAI1-associated protein 3 (BAP3) (Brain-specific angiogenesis inhibitor I-associated protein 3)","GO:0000149; GO:0001956; GO:0005509; GO:0005543; GO:0005783; GO:0005829; GO:0005886; GO:0006887; GO:0007186; GO:0019905; GO:0031902; GO:0032228; GO:0032588; GO:0035774; GO:0042147; GO:0055038; GO:0098793; GO:1905413; GO:1990502",1e-07,1e-07,1e-07,0.225128746846844,0.223270986134075,0.191185228617841,0.213194887199587,0.106597543599793,20.0894098124733,2.00206325373997e-05,0.00372557857652481,1.02947115427705,131901,2.42880627242443,4,3,0,1e-07,0.223270986134075,2232709.86134075,21.0903643557282
