"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_150_1","ConditionNorm_P_150_2","ConditionNorm_P_150_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P150_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_150_1_ConditionNorm_P_150_2_ConditionNorm_P_150_3","Ratio","Ratio_log2"
"11",11,19,19,19,"Q8IWT6","LRRC8A","LRC8A_HUMAN","cell surface [GO:0009986]; cytoplasm [GO:0005737]; ion channel complex [GO:0034702]; membrane [GO:0016020]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; volume-sensitive anion channel activity [GO:0005225]; anion transport [GO:0006820]; cell volume homeostasis [GO:0006884]; pre-B cell differentiation [GO:0002329]; response to osmotic stress [GO:0006970]; signal transduction [GO:0007165]; transmembrane transport [GO:0055085]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24725410, ECO:0000269|PubMed:24782309, ECO:0000269|PubMed:24790029, ECO:0000269|PubMed:26824658}; Multi-pass membrane protein {ECO:0000269|PubMed:24725410, ECO:0000269|PubMed:24782309, ECO:0000269|PubMed:24790029}. Note=The leucine-rich repeat (LRR) domain is on the cytoplasmic side of the cell membrane. {ECO:0000269|PubMed:24782309}.","Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (Swelling protein 1)","GO:0002329; GO:0005225; GO:0005737; GO:0005886; GO:0006820; GO:0006884; GO:0006970; GO:0007165; GO:0009986; GO:0016020; GO:0034702; GO:0042802; GO:0055085",1e-07,1e-07,1e-07,0.0581044373580106,0.0593711376008541,0.0568960599277814,0.0581237782955487,0.0290619891477744,84.3323806044688,4.27055196061424e-08,1.76068014921297e-05,8.19649560711456,94199,4.75431953219197,12,3,0,1e-07,0.0581044373580106,581044.373580106,19.1482888189607
"12",12,20,20,20,"P48634","PRRC2A","PRC2A_HUMAN","cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]; cell differentiation [GO:0030154]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15752841}. Nucleus {ECO:0000269|PubMed:15752841}.","Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)","GO:0003723; GO:0005654; GO:0005829; GO:0005886; GO:0016020; GO:0030154; GO:0070062",0.00026755833299417,0.00039544508483622,0.00042645004558821,0.0841925222245985,0.0878487393352495,0.0864068651831615,0.0857862244265303,0.043256263367738,83.5967340067027,4.43467890547266e-08,1.76068014921297e-05,8.15011389601634,228863,4.75431953219197,28,0,0,0.00039544508483622,0.0864068651831615,218.505346245354,7.77152476884751
"13",13,21,21,21,"Q5VTL8","PRPF38B","PR38B_HUMAN","precatalytic spliceosome [GO:0071011]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27)","GO:0003723; GO:0006397; GO:0008380; GO:0071011",1e-07,1e-07,1e-07,0.0588398431189271,0.0606572538306174,0.0581752991202659,0.0592240320232702,0.0296121160116351,82.7785993344676,4.62643851232165e-08,1.76068014921297e-05,8.09804847338421,64468,4.75431953219197,4,3,0,1e-07,0.0588398431189271,588398.431189271,19.1664338744652
"14",14,23,23,23,"Q9Y3I1","FBXO7","FBX7_HUMAN","classical Lewy body [GO:0097414]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glial cytoplasmic inclusion [GO:0097409]; Lewy body core [GO:1990037]; Lewy body corona [GO:1990038]; Lewy neurite [GO:0097462]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin ligase complex [GO:0000151]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; autophagy of mitochondrion [GO:0000422]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of hydrogen peroxide-induced neuron death [GO:1903208]; negative regulation of lymphocyte differentiation [GO:0045620]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; positive regulation of autophagy of mitochondrion [GO:1903599]; post-translational protein modification [GO:0043687]; protein polyubiquitination [GO:0000209]; protein targeting to mitochondrion [GO:0006626]; protein ubiquitination [GO:0016567]; regulation of locomotion [GO:0040012]; regulation of neuron projection development [GO:0010975]; regulation of protein stability [GO:0031647]; ubiquitin-dependent protein catabolic process [GO:0006511]","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Mitochondrion. Cytoplasm, cytosol. Note=Predominantly cytoplasmic. A minor proportion is detected in the nucleus. Relocates from the cytosol to depolarized mitochondria.","F-box only protein 7","GO:0000151; GO:0000209; GO:0000422; GO:0004842; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006511; GO:0006626; GO:0010975; GO:0016567; GO:0019005; GO:0019901; GO:0031625; GO:0031647; GO:0032991; GO:0040012; GO:0043130; GO:0043687; GO:0045620; GO:0045736; GO:0046982; GO:0097409; GO:0097414; GO:0097462; GO:1903204; GO:1903208; GO:1903599; GO:1990037; GO:1990038; GO:2000134",0.0015629129678563,1.32254608741598e-05,1.69098068040687e-05,0.103665333658607,0.0996342455362633,0.101468947640864,0.101058492866733,0.0510602625118782,82.2631344989673,4.75251440482932e-08,1.76068014921297e-05,8.06497921399558,58503,4.75431953219197,5,0,0,1.69098068040687e-05,0.101468947640864,6000.59768964654,12.5508904922072
"15",15,24,24,24,"Q9P0J7","KCMF1","KCMF1_HUMAN","cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleic acid binding [GO:0003676]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]; neutrophil degranulation [GO:0043312]",NA,"E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (RING-type E3 ubiquitin transferase KCMF1) (ZZ-type zinc finger-containing protein 1)","GO:0003676; GO:0005576; GO:0005829; GO:0008270; GO:0016740; GO:0043312; GO:1904813",0.00014148227843341,0.00152335114328638,0.00022464304483378,0.068738642163282,0.0712989905338348,0.0705933348916595,0.0695804970407409,0.0354200740092216,81.5404448640635,4.93648639966253e-08,1.76068014921297e-05,8.01826424589888,41945,4.75431953219197,5,0,0,0.00022464304483378,0.0705933348916595,314.246697216438,8.29575377154221
"16",16,25,25,25,"Q14318","FKBP8","FKBP8_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; disordered domain specific binding [GO:0097718]; FK506 binding [GO:0005528]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; apoptotic process [GO:0006915]; camera-type eye development [GO:0043010]; cell fate specification [GO:0001708]; chaperone-mediated protein folding [GO:0061077]; dorsal/ventral neural tube patterning [GO:0021904]; intracellular signal transduction [GO:0035556]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of BMP signaling pathway [GO:0030513]; smoothened signaling pathway [GO:0007224]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16176796}. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.; SUBCELLULAR LOCATION: Isoform 1: Mitochondrion membrane {ECO:0000269|PubMed:12510191, ECO:0000269|PubMed:18385096}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.; SUBCELLULAR LOCATION: Isoform 3: Mitochondrion membrane {ECO:0000269|PubMed:18385096}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.","Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)","GO:0001708; GO:0001933; GO:0003755; GO:0005528; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0006915; GO:0007224; GO:0016020; GO:0016032; GO:0021904; GO:0030176; GO:0030513; GO:0031966; GO:0032991; GO:0035264; GO:0035556; GO:0042802; GO:0043010; GO:0043066; GO:0046872; GO:0061077; GO:0097718",0.00103262810879975,0.00041218841173132,0.00038041899589778,0.178598338606027,0.174029215905572,0.170594318397465,0.173798879130878,0.0875078514042488,77.4582738753421,6.15773912121548e-08,2.10840987510418e-05,7.74634300299124,44562,4.67604495835861,9,0,0,0.00041218841173132,0.174029215905572,422.207929559676,8.72180986421771
"17",17,26,26,26,"P51513","NOVA1","NOVA1_HUMAN","intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; chemical synaptic transmission [GO:0007268]; locomotory behavior [GO:0007626]; mRNA splicing, via spliceosome [GO:0000398]; regulation of RNA metabolic process [GO:0051252]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus.","RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Onconeural ventral antigen 1) (Paraneoplastic Ri antigen) (Ventral neuron-specific protein 1)","GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005730; GO:0006396; GO:0007268; GO:0007626; GO:0008380; GO:0043231; GO:0051252",1e-07,1.85729913603878e-05,1.74308305717775e-06,0.0208275094362251,0.0210960766232593,0.0218243510853692,0.0212425070234787,0.0106280588698785,73.6563240436446,7.64703070768068e-08,2.51763780222102e-05,7.47985530304537,52056,4.59900674913331,7,1,0,1.74308305717775e-06,0.0210960766232593,12102.7374664614,13.5630457809844
"18",18,27,27,27,"Q9BWM7","SFXN3","SFXN3_HUMAN","integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; ion transmembrane transporter activity [GO:0015075]; iron ion homeostasis [GO:0055072]","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|Ref.4}; Multi-pass membrane protein {ECO:0000269|Ref.4}.","Sideroflexin-3","GO:0005739; GO:0015075; GO:0016021; GO:0031966; GO:0055072",1e-07,1e-07,1e-07,0.0457283412290855,0.0450244098861572,0.0472676721846241,0.0460067077666223,0.0230034538833111,72.001129399707,8.43281327253065e-08,2.61167654324387e-05,7.35950692372737,35503,4.5830806115405,9,3,0,1e-07,0.0457283412290855,457283.412290855,18.8027290615464
"19",19,28,28,28,"Q9ULJ7","ANKRD50","ANR50_HUMAN","endosome [GO:0005768]; protein transport [GO:0015031]; retrograde transport, endosome to plasma membrane [GO:1990126]","SUBCELLULAR LOCATION: Endosome {ECO:0000305}.","Ankyrin repeat domain-containing protein 50","GO:0005768; GO:0015031; GO:1990126",4.57745622530722e-05,0.00028182501407652,5.61321594644236e-05,0.0616020699121031,0.0647094680202797,0.062724824927278,0.0628842103746223,0.0315700157659091,71.5315799926489,8.67362950787763e-08,2.61167654324387e-05,7.32486168431955,155859,4.5830806115405,29,0,0,5.61321594644236e-05,0.062724824927278,1117.44899048526,10.1259932611682
"20",20,29,29,29,"Q86UU1","PHLDB1","PHLB1_HUMAN","basal cortex [GO:0045180]; positive regulation of basement membrane assembly involved in embryonic body morphogenesis [GO:1904261]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of gastrulation [GO:0010470]; regulation of microtubule cytoskeleton organization [GO:0070507]",NA,"Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha)","GO:0010470; GO:0010717; GO:0045180; GO:0070507; GO:1904261",5.35007749572897e-05,0.00016158962806725,0.00015075558179247,0.0829422386641533,0.085213475477771,0.08103459650432,0.0829414882204758,0.0415926927718435,71.2015582573691,8.84796959743836e-08,2.61167654324387e-05,7.30037486828924,151162,4.5830806115405,13,0,0,0.00015075558179247,0.0829422386641533,550.176900105308,9.10375175726758
"21",21,31,31,31,"O43924","PDE6D","PDE6D_HUMAN","cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; GTPase inhibitor activity [GO:0005095]; Rab GTPase binding [GO:0017137]; response to stimulus [GO:0050896]; visual perception [GO:0007601]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:22002721, ECO:0000269|PubMed:23698361, ECO:0000269|PubMed:9712853}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:9712853}; Peripheral membrane protein {ECO:0000269|PubMed:9712853}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:24166846}.","Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)","GO:0004114; GO:0005095; GO:0005829; GO:0005856; GO:0005929; GO:0007601; GO:0017137; GO:0030659; GO:0031410; GO:0050896",1.88009331196325e-06,1e-07,0.00218056602812153,0.114991721868111,0.120055779398874,0.119545870400377,0.117470275181976,0.0594626529647992,69.0049924145471,1.01253030520054e-07,2.79589013306988e-05,7.13444236951542,17420,4.55347989856977,3,1,0,1.88009331196325e-06,0.119545870400377,63585.072953397,15.9564005019195
"22",22,32,32,32,"Q9Y6D9","MAD1L1","MD1L1_HUMAN","centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; spindle [GO:0005819]; spindle pole [GO:0000922]; identical protein binding [GO:0042802]; kinetochore binding [GO:0043515]; attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; mitotic cell cycle checkpoint [GO:0007093]; mitotic spindle assembly checkpoint [GO:0007094]; negative regulation of T cell proliferation [GO:0042130]; regulation of metaphase plate congression [GO:0090235]; thymus development [GO:0048538]","SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:22351768}. Nucleus envelope {ECO:0000269|PubMed:22351768}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:22351768}. Note=Detected at the nucleus envelope during interphase (PubMed:22351768). From the beginning to the end of mitosis, it is seen to move from a diffusely nuclear distribution to the centrosome, to the spindle midzone and finally to the midbody. Detected at kinetochores during prometaphase (PubMed:22351768). Colocalizes with NEK2 at the kinetochore (PubMed:14978040). Colocalizes with IK at spindle poles during metaphase and anaphase (PubMed:22351768). {ECO:0000269|PubMed:14978040, ECO:0000269|PubMed:22351768}.","Mitotic spindle assembly checkpoint protein MAD1 (Mitotic arrest deficient 1-like protein 1) (MAD1-like protein 1) (Mitotic checkpoint MAD1 protein homolog) (HsMAD1) (hMAD1) (Tax-binding protein 181)","GO:0000776; GO:0000777; GO:0000922; GO:0005635; GO:0005813; GO:0005819; GO:0005829; GO:0007093; GO:0007094; GO:0042130; GO:0042802; GO:0043515; GO:0048538; GO:0051301; GO:0051315; GO:0072686; GO:0090235",0.00528534687999708,1e-07,1e-07,0.128444485203157,0.127836331558838,0.125339284990199,0.125444851624066,0.064484274772032,65.0227014087881,1.30765657753694e-07,3.35303546489607e-05,6.81966999188222,83067,4.47456185303488,10,2,0,1e-07,0.127836331558838,1278363.31558838,20.2858664831579
"23",23,33,33,33,"Q96CX2","KCTD12","KCD12_HUMAN","cell junction [GO:0030054]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; protein homooligomerization [GO:0051260]","SUBCELLULAR LOCATION: Cell junction, synapse, presynaptic cell membrane. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}.","BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)","GO:0003723; GO:0030054; GO:0042734; GO:0042802; GO:0045211; GO:0051260",1e-07,1e-07,3.71722704243115e-05,0.131455500822337,0.125370945533637,0.131809303516011,0.129532792533853,0.0647788536904015,64.3118791321487,1.3709906459325e-07,3.35303546489607e-05,6.76146171864883,35701,4.47456185303488,11,2,0,1e-07,0.131455500822337,1314555.00822337,20.3261430828515
"24",24,34,34,34,"Q06455","RUNX1T1","MTG8_HUMAN","nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; DNA binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; transcription corepressor activity [GO:0003714]; generation of precursor metabolites and energy [GO:0006091]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of transcription, DNA-templated [GO:0045892]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00440, ECO:0000269|PubMed:10973986}. Note=Colocalizes with ATN1 in discrete nuclear dots.","Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2)","GO:0003677; GO:0003700; GO:0003714; GO:0005654; GO:0006091; GO:0006351; GO:0016363; GO:0045599; GO:0045892; GO:0046872",1e-07,1e-07,1e-07,0.405755255732936,0.390670457487173,0.412817087667939,0.40308083362935,0.201540516814675,64.0335621921355,1.39681497990279e-07,3.35303546489607e-05,6.73849526443954,67566,4.47456185303488,4,3,0,1e-07,0.405755255732936,4057552.55732936,21.9521783513944
"25",25,36,36,36,"Q75VX8","GAREM2","GARE2_HUMAN",NA,NA,"GRB2-associated and regulator of MAPK protein 2 (GRB2-associated and regulator of MAPK1-like)",NA,0.00011287854182737,8.72306945267435e-05,6.58712073448228e-05,0.0472854076455631,0.044865461962646,0.0468991841889557,0.0462613577844886,0.0232193390401439,63.8922630326542,1.41015510205909e-07,3.35303546489607e-05,6.7267971577356,92882,4.47456185303488,10,0,0,8.72306945267435e-05,0.0468991841889557,537.645429093508,9.070511235553
"26",26,41,41,41,"Q9HCG8","CWC22","CWC22_HUMAN","catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]; regulation of mRNA splicing, via spliceosome [GO:0048024]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11991638}. Nucleus speckle {ECO:0000269|PubMed:22961380}. Note=Concentrates around speckles, which are sites of pre-mRNA synthesis and processing, where it colocalizes with EJC core proteins. {ECO:0000269|PubMed:22961380}.","Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog) (fSAPb)","GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0005829; GO:0016607; GO:0048024; GO:0071006; GO:0071007; GO:0071013",4.8924495418313e-05,0.00013030664553739,0.00049857415301172,0.0699025886323437,0.0699397488578563,0.0738553811439708,0.0710066377800678,0.035729253988023,55.8566739621581,2.51418666302043e-07,5.24913117937925e-05,6.01505769356201,105466,4.27991257378003,8,0,0,0.00013030664553739,0.0699397488578563,536.732018305144,9.06805814323362
"27",27,43,43,43,"Q24JP5","TMEM132A","T132A_HUMAN","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; cellular protein metabolic process [GO:0044267]; post-translational protein modification [GO:0043687]","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.","Transmembrane protein 132A (HSPA5-binding protein 1)","GO:0000139; GO:0005783; GO:0005788; GO:0005789; GO:0005794; GO:0016021; GO:0043687; GO:0044267; GO:0070062",0.00409584655272037,0.00819962939744129,0.0106444181199801,0.15111602947003,0.145580357272988,0.151422668726637,0.141726387133171,0.0785098249232994,54.5972591066277,2.77331908216896e-07,5.52083984729448e-05,5.89430441366074,110110,4.25799485102054,13,0,0,0.00819962939744129,0.15111602947003,18.4296170162503,4.20395418568792
"28",28,45,45,45,"Q8NFZ8","CADM4","CADM4_HUMAN","cell-cell adherens junction [GO:0005913]; integral component of plasma membrane [GO:0005887]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; cell recognition [GO:0008037]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)","GO:0005102; GO:0005887; GO:0005913; GO:0007156; GO:0007157; GO:0008037; GO:0042803; GO:0050839",1e-07,1e-07,1e-07,0.135038353385351,0.143460208761724,0.143745759841508,0.140748007329528,0.0703741036647638,51.131172724398,3.67716244327337e-07,6.93166158950492e-05,5.54703472551513,42785,4.15916264812174,6,3,0,1e-07,0.143460208761724,1434602.08761724,20.4522192046031
"29",29,48,48,48,"Q9GZZ1","NAA50","NAA50_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; H4 histone acetyltransferase activity [GO:0010485]; peptide alpha-N-acetyltransferase activity [GO:0004596]; peptidyl-lysine acetyltransferase activity [GO:0052858]; establishment of mitotic sister chromatid cohesion [GO:0034087]; mitotic sister chromatid cohesion, centromeric [GO:0071962]; N-terminal protein amino acid acetylation [GO:0006474]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16507339, ECO:0000269|PubMed:17502424, ECO:0000269|PubMed:25732826, ECO:0000269|PubMed:27422821}. Nucleus {ECO:0000269|PubMed:25732826}. Note=Localizes to the cytoplasm in interphase cells (PubMed:17502424). {ECO:0000269|PubMed:17502424}.","N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)","GO:0004596; GO:0005634; GO:0005737; GO:0005829; GO:0006474; GO:0010485; GO:0034087; GO:0052858; GO:0070062; GO:0071962",0.00016769244575522,0.00211902099885777,0.0002934935093003,0.0552471652799759,0.0532396154384746,0.0564634515111862,0.0541233417585745,0.027921739863925,49.6015322919585,4.19022982135597e-07,7.47257651475148e-05,5.38623802742929,19398,4.126529629348,8,0,0,0.0002934935093003,0.0552471652799759,188.239819721013,7.55642803376807
